datasheet_id|line|name|M|WS|BS|S|T|W|A|Ld|Sv|Cost|cost_description|models_per_unit|cost_including_wargear|base_size|base_size_descr|
000001452|1|Vexilus Praetor in Allarus Terminator Armour|6"|2+|2+|5|5|7|4|11|2+|115||1|false|40mm||
000001453|1|Allarus Custodian|6"|2+|2+|5|5|4|4|11|2+|60||1-6|false|40mm||
000001454|1|Vertus Praetor|14"|2+|2+|5|6|5|4|11|2+|80||3-6|false|75 x 42mm|May use 60mm flying base instead|
000001455|1|Bloodmaster|6"|2+|2+|5|4|4|3|8|6+|60||1|false|40mm||
000001456|1|Skullmaster|8"|2+|2+|5|5|5|3|8|4+|95||1|false|60mm||
000001457|1|Chaos Spawn|7"|4+|-|5|5|4|D6|9|5+|23|This points value is only included in case a rule transforms a model into a Chaos Spawn and its poin|1|false|50mm||
000001458|1|Contemptor-Achillus Dreadnought|9"|2+|2+|7|7|9|5|11|2+|170||1|false|60mm||
000001460|1|Caladius Grav-tank|14"|6+|2+|6|7|14|3|11|3+|205||1|false|170 x 109mm|May use 50mm base instead|
000001461|1|Coronus Grav-carrier|14"|6+|2+|7|8|18|3|11|3+|220||1|false|Use model||
000001462|1|Changecaster|6"|4+|3+|3|3|4|2|8|6+|85||1|false|32mm||
000001463|1|Fateskimmer|14"|4+|3+|3|5|8|3|8|5+|160||1|false|120 x 92mm||
000001464|1|Fluxmaster|12"|4+|3+|3|3|4|2|8|6+|105||1|false|60mm flying base||
000001465|1|Rotigus|7"|2+|3+|7|7|18|5|10|6+|270||1|false|130mm||
000001466|1|Horticulous Slimux|5"|2+|2+|5|6|9|4|8|4+|160||1|false|105 x 70mm||
000001467|1|Poxbringer|5"|2+|2+|5|5|4|3|8|6+|75||1|false|32mm||
000001468|1|Sloppity Bilepiper|5"|2+|2+|5|5|4|3|8|6+|65||1|false|32mm||
000001469|1|Spoilpox Scrivener|5"|2+|2+|5|5|4|3|8|6+|100||1|false|40mm||
000001472|1|Tzaangor Shaman|12"|3+|3+|4|4|4|3|8|6+|70||1|false|40mm||
000001474|1|Enlightened|12"|3+|3+|4|4|2|2|7|6+|18||2-5|false|40mm||
000001474|2|Aviarch|12"|3+|3+|4|4|2|3|8|6+|18||1|false|40mm||
000001476|1|Mutalith Vortex Beast|10"|3+|4+|7|7|14|5|7|4+|145||1|false|120 x 92mm||
000001477|1|Commander in Crisis Battlesuit|10"|3+|2+|5|5|6|4|10|3+|100||1|false|50mm||
000001478|1|Commander in Enforcer Battlesuit|8"|3+|2+|5|5|7|4|10|2+|120||1|false|60mm||
000001479|1|Telemon Heavy Dreadnought|8"|2+|2+|8|8|14|4|11|2+|260||1|false|100mm||
000001481|1|Armiger Helverin|12"|3+|3+|6|7|12|4|8|3+|155||1-3|false|100mm||
000001482|1|Armiger Warglaive|12"|3+|3+|6|7|12|4|8|3+|145||1-3|false|100mm||
000001483|1|Knight Preceptor|10"|3+|3+|8|8|24|4|9|3+|420||1|false|170 x 109mm||
000001484|1|Canis Rex|10"|2+|2+|8|8|24|5|9|3+|440||1|false|170 x 109mm||
000001484|2|Sir Hekhtur|6"|2+|2+|3|3|4|3|9|4+||||false|25mm||
000001485|1|Knight Castellan|8"|4+|3+|8|8|28|4|9|2+|595||1|false|170 x 109mm||
000001486|1|Knight Valiant|8"|4+|3+|8|8|28|4|9|2+|585||1|false|170 x 109mm||
000001521|1|Astraeus|12"|5+|3+|8|8|30|6|9|2+|550||1|false|160mm||
000001522|1|Gabriel Angelos|5"|2+|2+|4|4|7|5|9|2+|150||1|false|40mm||
000001523|1|Sicaran Arcus|14"|6+|3+|6|7|14|3|8|2+|155||1|false|Use model||
000001524|1|Sicaran Omega|14"|6+|3+|6|7|14|3|8|2+|175||1|false|Use model||
000001525|1|Secutarii Hoplite|6"|3+|3+|3|3|1|2|6|4+|10||4-9|false|25mm||
000001525|2|Hoplite Alpha|6"|3+|3+|3|3|1|3|7|4+|10||1|false|25mm||
000001526|1|Secutarii Peltast|6"|3+|3+|3|3|1|2|6|4+|9||4-9|false|25mm||
000001526|2|Peltast Alpha|6"|3+|3+|3|3|1|3|7|4+|9||1|false|25mm||
000001527|1|Terrax-pattern Termite|8"|4+|3+|7|8|14|3|8|3+|180||1|false|Use model||
000001532|1|Chaos Terrax-pattern Termite|8"|4+|3+|7|8|14|3|8|3+|180||1|false|Use model||
000001533|1|Terrax-pattern Termite|8"|4+|3+|7|8|14|3|8|3+|180||1|false|Use model||
000001536|1|Big Mek with Shokk Attack Gun|5"|3+|4+|5|5|5|3|7|4+|110||1|false|40mm|Grot oiler 25mm|
000001537|1|Deffkilla Wartrike|14"|2+|5+|5|6|8|5|7|4+|120||1|false|150 x 95mm||
000001538|1|Kustom Boosta-blasta|12"|4+|5+|5|6|8|4|7|4+|80||1-3|false|150 x 95mm||
000001539|1|Shokkjump Dragsta|14"|4+|5+|5|6|8|4|7|4+|85||1-3|false|150 x 95mm||
000001540|1|Boomdakka Snazzwagon|12"|4+|5+|5|6|8|4|7|4+|90||1-3|false|150 x 95mm||
000001541|1|Megatrakk Scrapjet|10"|4+|5+|6|6|9|4|7|4+|100||1-3|false|150 x 95mm||
000001542|1|Rukkatrukk Squigbuggy|10"|4+|5+|5|6|9|4|7|4+|95||1-3|false|150 x 95mm||
000001543|1|Gunwagon|12"|5+|5+|8|8|16|6|7|3+|150||1|false|Use model||
000001544|1|Bonebreaka|12"|5+|5+|8|8|16|6|7|3+|160||1|false|Use model||
000001546|1|Abominant|6"|3+|6+|5|5|6|3|8|5+|95||1|false|40mm||
000001552|1|Missionary|6"|4+|4+|3|3|4|3|8|6+|40||1|false|25mm||
000001553|1|Preacher|6"|4+|4+|3|3|4|3|7|6+|25||1|false|25mm||
000001554|1|Marneus Calgar in Armour of Heraclus|6"|2+|2+|4|5|8|6|9|2+|200||1|true|50mm||
000001555|1|Victrix Honour Guard|6"|2+|3+|4|4|3|4|9|2+|||2|false|40mm||
000001556|1|Haarken Worldclaimer|12"|2+|2+|4|4|6|7|10|3+|150||1|false|40mm||
000001557|1|Contemptor-Galatus Dreadnought|9"|2+|2+|7|7|9|5|11|2+|180||1|false|60mm||
000001558|1|Aquilon Custodian|6"|2+|2+|5|5|4|4|11|2+|70||3-6|false|50mm||
000001559|1|Custodian Guard|6"|2+|2+|5|5|3|3|11|2+|55||3-5|false|40mm||
000001560|1|Agamatus Custodians|14"|2+|2+|5|6|4|4|11|2+|95||3-6|false|65mm||
000001561|1|Venatari Custodian|12"|2+|2+|5|5|3|3|11|3+|55||3-6|false|40mm||
000001562|1|Pallas Grav-attack|16"|6+|2+|5|6|8|2|11|3+|95||1|false|105 x 70mm|May use 50mm base instead|
000001563|1|Sagittarum Custodian|6"|2+|2+|5|5|3|3|11|2+|50||3-5|false|40mm||
000001564|1|Orion Assault Dropship|20"-50"|6+|2+|8|8|22|6|11|3+|450||1|false|160mm||
000001565|1|Jackal Alphus|14"|3+|2+|3|4|4|3|8|4+|80||1|false|60 x 35mm||
000001567|1|Clamavus|6"|3+|3+|3|3|4|3|8|5+|50||1|false|32mm||
000001568|1|Locus|6"|2+|3+|4|4|4|5|8|5+|50||1|false|32mm||
000001569|1|Sanctus|6"|2+|2+|3|3|4|4|8|5+|70||1|false|32mm||
000001570|1|Kelermorph|6"|3+|2+|3|3|4|4|8|5+|80||1|false|32mm||
000001571|1|Nexos|6"|3+|3+|3|3|4|3|8|5+|50||1|false|40mm||
000001572|1|Biophagus|6"|3+|3+|3|3|4|3|8|5+|40||1|false|25mm|Alchemicus familiar 25mm|
000001573|1|Achilles Ridgerunner|14"|6+|4+|5|6|8|3|8|4+|80||1-3|false|120 x 92mm||
000001574|1|Atalan Jackal|14"|4+|4+|3|4|2|2|7|4+|12||3-7|false|60 x 35mm||
000001574|2|Atalan Leader|14"|4+|4+|3|4|2|3|8|4+|12||1|false|60 x 35mm||
000001574|3|Atalan Wolfquad|14"|4+|4+|3|4|4|2|7|4+|24||0-2|false|60mm||
000001577|1|Seraptek|12"|3+|3+|8|8|28|6|10|3+|600||1|false|Use model||
000001578|1|Commissar Severina Raine|6"|3+|3+|3|3|3|3|8|4+|35||1|false|32mm||
000001579|1|Inquisitor Eisenhorn|6"|3+|3+|3|3|5|4|10|4+|85||1|false|32mm||
000001580|1|Tech-Priest Manipulus|6"|3+|2+|4|4|5|3|8|2+|80||1|false|50mm||
000001581|1|Master of Possession|6"|3+|3+|4|4|5|5|9|3+|105||1|false|40mm||
000001583|1|Lord Discordant on Helstalker|12"|2+|2+|4|6|9|6|9|2+|175||1|false|120 x 92mm||
000001584|1|Master of Executions|6"|2+|3+|4|4|5|6|9|3+|65||1|false|40mm||
000001586|1|Venomcrawler|12"|3+|3+|7|7|9|6|8|3+|105||1|false|100mm||
000001587|1|Noctilith Crown|-|-|4+|8|8|14|-|8|3+|100||1|false|Use model||
000001589|1|Infernal Enrapturess|7"|2+|2+|4|3|4|2|8|6+|75||1|false|60 x 35mm||
000001591|1|Janus Draik|6"|3+|3+|3|3|4|3|9|4+|45||1|true|32mm||
000001592|1|Espern Locarno|6"|5+|5+|3|3|3|2|7|6+|35||1|true|32mm||
000001593|1|Taddeus the Purifier|6"|4+|4+|3|3|4|3|7|6+|55||1|true|32mm||
000001594|1|Pious Vorne|6"|3+|4+|3|3|3|3|7|7+|30||1|true|32mm||
000001595|1|UR-025|5"|3+|3+|5|5|4|2|8|3+|45||1|true|32mm||
000001596|1|Rein|6"|5+|2+|2|2|2|1|6|6+|||1|true|25mm||
000001596|2|Raus|6"|5+|2+|2|2|2|1|6|6+|||1|true|25mm||
000001597|1|Dahyak Grekh|7"|3+|3+|3|3|3|3|7|6+|40||1|true|32mm||
000001598|1|Amallyn Shadowguide|7"|3+|2+|3|3|3|2|7|5+|55||1|true|32mm||
000001599|1|Obsidius Mallex|6"|2+|2+|4|4|5|4|9|3+|130||1|true|40mm||
000001600|1|Rogue Psyker|6"|4+|4+|3|3|4|2|8|5+|35||1|true|32mm||
000001601|1|Negavolt Cultist|6"|3+|4+|3|3|1|3|8|6+|||4|true|32mm||
000001602|1|Chaos Space Marine|6"|3+|3+|4|4|1|1|7|3+|||2|true|32mm||
000001603|1|Spindle Drone|6"|3+|3+|4|4|2|2|10|4+|||4|true|25mm||
000001604|1|Chaos Beastman|6"|3+|4+|4|4|1|1|6|5+|||4|true|32mm||
000001605|1|Traitor Guardsman|6"|4+|4+|3|3|1|1|6|5+|||6|true|25mm||
000001605|2|Traitor Sergeant|6"|4+|4+|3|3|1|2|7|5+|||1|true|25mm||
000001606|1|Captain in Phobos Armour|6"|2+|2+|4|4|6|5|9|3+|95||1|false|40mm||
000001607|1|Librarian in Phobos Armour|6"|3+|3+|4|4|5|4|9|3+|100||1|false|40mm||
000001608|1|Lieutenant in Phobos Armour|6"|2+|2+|4|4|5|4|8|3+|80||1|false|40mm||
000001609|1|Infiltrator|6"|3+|3+|4|4|2|2|7|3+|24||4-9|false|32mm||
000001609|2|Infiltrator Sergeant|6"|3+|3+|4|4|2|3|8|3+|24||1|false|32mm||
000001610|1|Suppressor|12"|3+|3+|4|4|2|2|7|3+|||2|false|40mm||
000001610|2|Suppressor Sergeant|12"|3+|3+|4|4|2|3|8|3+|||1|false|40mm||
000001611|1|Eliminator|6"|3+|2+|4|4|2|2|7|3+|25||2|false|40mm||
000001611|2|Eliminator Sergeant|6"|3+|2+|4|4|2|3|8|3+|25||1|false|40mm||
000001630|1|Ambull|6"|3+|6+|6|6|7|4|6|3+|75||1|true|50mm||
000001631|1|Borewyrm Infestation|4"|4+|6+|3|4|2|3|5|4+|15||1-2|true|25mm||
000001632|1|Amallyn Shadowguide|7"|3+|2+|3|3|3|2|7|5+|55||1|true|32mm||
000001633|1|Dahyak Grekh|7"|3+|3+|3|3|3|3|7|6+|40||1|true|32mm||
000001634|1|Rein|6"|5+|2+|2|2|2|1|6|6+|||1|true|25mm||
000001634|2|Raus|6"|5+|2+|2|2|2|1|6|6+|||1|true|25mm||
000001635|1|Elucia Vhane|6"|3+|3+|3|3|4|3|9|4+|50||1|true|32mm||
000001636|1|Voidsman|6"|4+|3+|3|3|1|1|7|5+|||4|true|32mm||
000001636|2|Voidmaster Nitsch|6"|4+|3+|3|3|2|2|8|5+|||1|true|32mm||
000001636|3|Aximillion|8"|3+|-|3|3|1|2|5|6+|||1|true|32mm||
000001637|1|Larsen van der Grauss|6"|4+|4+|3|3|2|2|8|4+|25||1|true|32mm||
000001638|1|Sanistasia Minst|6"|4+|4+|3|3|2|2|7|5+|20||1|true|32mm||
000001639|1|Knosso Prond|7"|3+|4+|4|3|2|4|8|5+|30||1|true|32mm||
000001640|1|Vulgrar Thrice-Cursed|5"|3+|6+|5|5|5|4|9|6+|70||1|true|40mm||
000001641|1|Gellerpox Mutant|5"|4+|4+|4|4|1|2|6|6+|||3|true|32mm||
000001642|1|Glitchling|5"|4+|-|2|2|1|2|7|6+|||4|true|40mm||
000001643|1|Nightmare Hulk|5"|4+|-|5|5|4|3|7|6+|||2|true|40mm||
000001643|2|Gnasher-Screamer|5"|4+|-|5|5|4|4|8|6+|||1|true|40mm||
000001644|1|Eyestinger Swarm|10"|4+|-|2|2|1|D3|8|7+|||4|true|32mm||
000001645|1|Cursemite|8"|4+|-|2|2|1|2|8|6+|||4|true|25mm||
000001646|1|Sludge-Grub|5"|4+|4+|3|2|1|1|8|6+|||4|true|25mm||
000001647|1|Contorted Epitome|12"|2+|2+|4|5|8|8|8|6+|210||1|false|75 x 42mm||
000001648|1|Shalaxi Helbane|14"|2+|2+|6|7|16|6|10|6+|240||1|false|100mm||
000001649|1|Syll’Esske|9"|2+|2+|4|6|8|8|9|4+|230||1|false|50mm||
000001650|1|Skorpius Dunerider|12"|6+|3+|6|6|12|3|8|3+|95||1|false|Use model||
000001651|1|Skorpius Disintegrator|12"|6+|3+|6|7|12|3|8|3+|145||1|false|Use model||
000001652|1|Repulsor Executioner|10"|6+|3+|8|8|16|6|9|3+|300||1|false|100mm||
000001658|1|Knight Despoiler|10"|3+|3+|8|8|24|4|9|3+|375|+20 pts if equipped with 2 daemonbreath thermal cannons, 2 despoiler battle cannons, 2 despoiler gat|1|false|170 x 109mm||
000001659|1|Knight Tyrant|8"|4+|3+|8|8|28|4|9|2+|585||1|false|170 x 109mm||
000001660|1|Knight Desecrator|10"|2+|3+|8|8|24|4|9|3+|400||1|false|170 x 109mm||
000001661|1|Knight Rampager|12"|2+|3+|8|8|24|5|9|3+|400||1|false|170 x 109mm||
000001662|1|Chaos Acastus Knight Asterius|8"|4+|3+|8|8|30|3|9|3+|750||1|false|Use model||
000001663|1|War Dog Moirax|12"|3+|3+|6|7|12|4|8|3+|155||1-3|false|100mm||
000001664|1|Acastus Knight Asterius|8"|4+|3+|8|8|30|3|9|3+|750||1|false|Use model||
000001665|1|Knight Moirax|12"|3+|3+|6|7|12|4|8|3+|155||1-3|false|100mm||
000001666|1|Incursor|6"|3+|3+|4|4|2|2|7|3+|21||4-9|false|32mm||
000001666|2|Incursor Sergeant|6"|3+|3+|4|4|2|3|8|3+|21||1|false|32mm||
000001667|1|Invictor Tactical Warsuit|10"|3+|3+|7|6|13|4|8|3+|160||1|false|90mm||
000001668|1|Impulsor|14"|6+|3+|7|7|11|3|8|3+|110||1|false|100mm||
000001678|1|Ancient in Terminator Armour|6"|3+|3+|4|4|5|3|8|2+|100||1|false|40mm||
000001679|1|Khan on Bike|14"|2+|2+|4|5|6|4|9|3+|110||1|false|75 x 25mm||
000001680|1|Ares Gunship|20"-50"|6+|2+|8|8|22|6|11|3+|400||1|false|160mm||
000001720|1|Chaos Vindicator Laser Destroyer|10"|6+|3+|6|8|11|3|8|3+|175||1|false|Use model||
000001746|1|Death Guard Greater Blight Drone|14"|3+|3+|6|7|9|4|8|3+|125||1|false|60mm||
000001750|1|Chaos Vindicator Laser Destroyer|10"|6+|3+|6|8|11|3|8|3+|175||1|false|Use model||
000001810|1|Traitor Commissar|6"|2+|3+|3|3|4|3|9|4+|55||1|true|32mm||
000001811|1|Chaos Ogryn|6"|3+|4+|5|5|6|4|8|5+|70||1|true|40mm||
000001812|1|Cultist|6"|4+|4+|3|3|1|1|5|6+|||6|true|25mm||
000001812|2|Cultist Champion|6"|4+|4+|3|3|1|2|6|6+|||1|true|25mm||
000001813|1|Cultist Firebrand|6"|3+|3+|4|4|3|3|6|4+|35||1|true|32mm||
000001814|1|Neyam Shai Murad|6"|3+|4+|3|3|4|3|9|4+|55||1|true|32mm||
000001815|1|Gotfret de Montbard|6"|3+|4+|3|3|4|4|7|4+|40||1|true|32mm||
000001816|1|Gotfret de Montbard|6"|3+|4+|3|3|4|4|7|4+|40||1|true|32mm||
000001817|1|Aradia Madellan|6"|3+|3+|3|3|4|3|8|5+|45||1|true|32mm||
000001818|1|Aradia Madellan|6"|3+|3+|3|3|4|3|8|5+|45||1|true|32mm||
000001821|1|X-101|5"|5+|5+|4|4|2|2|6|4+|25||1|true|32mm||
000001822|1|X-101|5"|5+|5+|4|4|2|2|6|4+|25||1|true|32mm||
000001825|1|Iron Father Feirros|5"|3+|2+|4|5|7|5|9|2+|145||1|false|40mm||
000001990|1|Valdor Tank Hunter|10"|6+|4+|7|8|20|6|8|2+|335||1|false|Use model||
000001991|1|Tor Garadon|5"|2+|2+|4|5|7|5|9|3+|135||1|false|40mm||
000001992|1|Adrax Agatone|6"|2+|2+|4|4|6|5|9|2+|130||1|false|40mm||
000001993|1|Da Red Gobbo|5"|4+|3+|3|3|3|3|6|5+|30||1|true|32mm||
000001994|1|Carnodon|12"|5+|4+|7|7|12|3|7|3+|110||1|false|Use model||
000001995|1|Herald of Slaanesh on Hellflayer|12"|2+|2+|4|5|6|5|8|4+|105||1|false|120 x 92mm||
000001998|1|Burna Boy|5"|3+|5+|4|4|1|2|6|6+|10||5-15|false|32mm||
000001998|2|Spanner|5"|3+|5+|4|4|1|2|6|6+|10||0-3|false|32mm||
000001999|1|Deffkopta|14"|3+|5+|4|5|4|2|6|4+|20||1-5|false|65mm||
000002000|1|Kommando|6"|3+|5+|4|4|1|2|6|6+|8||5-15|false|32mm||
000002000|2|Boss Nob|6"|3+|5+|5|4|2|3|7|6+|8||0-1|false|32mm||
000002001|1|Mek|5"|3+|5+|4|4|3|2|6|6+|22||1|false|32mm||
000002001|2|Grot Oiler|5"|5+|4+|2|2|1|1|4|6+|4||0-1|false|25mm||
000002002|1|Sorcerer|6"|3+|3+|4|4|4|3|9|3+|80||1|false|40mm||
000002003|1|Sorcerer in Terminator Armour|5"|3+|3+|4|4|5|3|9|2+|100||1|false|40mm||
000002004|1|Honour Guard|6"|3+|3+|4|4|2|2|9|2+|21||2|true|32mm||
000002005|1|Marneus Calgar|5"|2+|2+|4|4|7|5|9|2+|250||1|true|50mm||
000002006|1|Chief Librarian Tigurius|6"|3+|3+|4|4|4|3|9|3+|115||1|true|25mm||
000002007|1|Kayvaan Shrike|12"|2+|2+|4|4|5|5|9|3+|150||1|true|25mm||
000002008|1|Kor’sarro Khan|6"|2+|2+|4|4|5|4|9|3+|90||1|true|25mm||
000002009|1|Dreadnought|6"|3+|3+|6|7|8|4|8|3+|60||1|false|60mm||
000002010|1|Librarian in Terminator Armour|5"|3+|3+|4|4|5|3|9|2+|100||1|false|40mm||
000002011|1|Techmarine|6"|3+|2+|4|4|4|3|8|2+|45||1|false|40mm||
000002012|1|Venerable Dreadnought|6"|2+|2+|6|7|8|4|8|3+|80||1|false|60mm||
000002020|1|Inquisitor|6"|3+|3+|3|3|5|4|9|4+|55||1|false|25mm||
000002021|1|Termagant|6"|4+|4+|3|3|1|1|5|6+|4||10-30|false|25mm||
000002033|1|Chaos Lord|6"|2+|2+|4|4|5|4|9|3+|74||1|false|40mm||
000002034|1|Sorcerer|6"|3+|3+|4|4|4|3|9|3+|80||1|false|40mm||
000002035|1|Commissar|6"|3+|3+|3|3|3|3|8|5+|15||1|false|25mm||
000002036|1|Company Commander|6"|3+|3+|3|3|4|3|8|5+|30||1|false|25mm||
000002037|1|Guardsman|6"|4+|4+|3|3|1|1|6|5+|4||10|false|25mm||
000002037|2|Sergeant|6"|4+|4+|3|3|1|2|7|5+|4|||false|25mm||
000002037|3|Heavy Weapons Team|6"|4+|4+|3|3|2|2|6|5+|8|||false|60mm||
000002038|1|Lord Commissar|6"|2+|2+|3|3|4|3|9|4+|30||1|false|25mm||
000002039|1|Tempestus Scion|6"|4+|3+|3|3|1|1|6|4+|7||4-9|false|25mm||
000002039|2|Tempestor|6"|3+|3+|3|3|1|2|7|4+|7||1|false|25mm||
000002040|1|Platoon Commander|6"|3+|3+|3|3|3|3|7|5+|20||1|false|25mm||
000002041|1|Guardsman|6"|4+|4+|3|3|1|1|6|5+|4||6|false|25mm||
000002042|1|Tempestor Prime|6"|3+|3+|3|3|4|3|8|4+|35||1|false|25mm||
000002043|1|Veteran|6"|4+|3+|3|3|1|1|6|5+|5||9|false|25mm||
000002043|2|Veteran Sergeant|6"|4+|3+|3|3|1|2|7|5+|5||1|false|25mm||
000002043|3|Veteran Weapons Team|6"|4+|3+|3|3|2|2|6|5+|10||0-1|false|25mm||
000002044|1|Dreadnought|6"|3+|3+|6|7|8|4|8|3+|65||1|false|60mm||
000002045|1|Techmarine|6"|3+|2+|4|4|4|3|8|2+|55||1|false|32mm||
000002046|1|Venerable Dreadnought|6"|2+|2+|6|7|8|4|8|3+|85||1|false|60mm||
000002053|1|Autarch|7"|2+|2+|3|3|5|4|9|3+|65||1|false|25mm||
000002054|1|Autarch with Swooping Hawk Wings|14"|2+|2+|3|3|5|4|9|3+|80||1|false|25mm||
000002055|1|Autarch Skyrunner|16"|2+|2+|3|4|6|4|9|3+|95||1|false|32mm||
000002056|1|Guardian|7"|3+|3+|3|3|1|1|7|5+|6||8-24|false|25mm||
000002057|1|Striking Scorpion|7"|3+|3+|3|3|1|2|8|3+|8||5-10|false|25mm||
000002057|2|Striking Scorpion Exarch|7"|3+|3+|3|3|2|3|8|3+|8||0-1|false|25mm||
000002058|1|Swooping Hawk|14"|3+|3+|3|3|1|1|8|4+|6||5-10|false|25mm||
000002058|2|Swooping Hawk Exarch|14"|3+|3+|3|3|2|2|8|4+|6|||false|25mm||
000002059|1|Warp Spider|7"|3+|3+|3|3|1|1|8|3+|9||5-10|false|25mm||
000002059|2|Warp Spider Exarch|7"|3+|3+|3|3|2|2|8|3+|9||0-1|false|25mm||
000002060|1|Archon|8"|2+|2+|3|3|5|5|9|5+|55||1|false|25mm||
000002061|1|Beastmaster|12"|3+|3+|3|3|3|3|7|5+|36||1|false|32mm flying base||
000002062|1|Arch-Confessor Kyrinov|6"|3+|3+|3|3|5|4|8|5+|60||1|true|32mm||
000002063|1|Triumph of Saint Katherine|6"|3+|3+|3|3|18|10|9|3+|200||1|false|120 x 92mm||
000002064|1|Junith Eruita|10"|2+|2+|3|4|7|4|9|3+|130||1|false|50mm||
000002065|1|Repentia Superior|6"|3+|3+|3|3|4|5|8|3+|40||1|false|32mm||
000002066|1|Zephyrim|12"|3+|3+|3|3|1|3|8|3+|15||4-9|false|32mm||
000002066|2|Zephyrim Superior|12"|3+|3+|3|3|1|4|9|3+|15||1|false|32mm||
000002067|1|Mortifier|8"|3+|3+|5|5|5|4|8|4+|60||1-4|false|50mm||
000002068|1|Battle Sanctum|-|-|-|-|-|-|-|-|-|80||1|false|Use model||
000002069|1|Battle Sister|6"|4+|3+|3|3|1|1|7|3+|9||4-14|false|25mm||
000002069|2|Sister Superior|6"|4+|3+|3|3|1|2|8|3+|9||1|false|25mm||
000002070|1|Canoness|6"|2+|2+|3|3|5|4|9|3+|45||1|false|25mm||
000002071|1|Celestian|6"|3+|3+|3|3|1|2|8|3+|10||5-10|false|25mm||
000002071|2|Celestian Superior|6"|3+|3+|3|3|1|3|9|3+|10||0-1|false|25mm||
000002072|1|Dominion|6"|4+|3+|3|3|1|1|7|3+|10||4-9|false|25mm||
000002072|2|Dominion Superior|6"|4+|3+|3|3|1|2|8|3+|10||1|false|25mm||
000002073|1|Preacher|6"|4+|4+|3|3|4|3|7|6+|30||1|false|25mm||
000002074|1|Retributor|6"|4+|3+|3|3|1|1|7|3+|10||4-9|false|25mm||
000002074|2|Retributor Superior|6"|4+|3+|3|3|1|2|8|3+|10||1|false|25mm||
000002076|1|Carab Culln the Risen|8"|2+|2+|7|7|14|5|8|2+|265||1|false|80mm||
000002077|1|Warbringer Nemesis Titan|15"|4+|3+|8|8|100|3|10|2+|3800||1|false|Use model||
000002079|1|Makari|5"|4+|4+|3|3|4|2|6|6+|50||1|false|25mm||
000002080|1|Big Mek with Kustom Force Field|5"|3+|4+|5|5|5|3|7|4+|85||1|false|40mm|Grot oiler 25mm|
000002081|1|Serberys Sulphurhound|12"|4+|3+|3|4|2|2|6|4+|20||2-8|false|60 x 35mm||
000002081|2|Serberys Sulphurhound Alpha|12"|4+|3+|3|4|2|3|7|4+|20||1|false|60 x 35mm||
000002082|1|Serberys Raider|12"|4+|3+|3|4|2|2|6|4+|18||2-8|false|60 x 35mm||
000002082|2|Serberys Raider Alpha|12"|4+|3+|3|4|2|3|7|4+|18||1|false|60 x 35mm||
000002083|1|Pteraxii Sterylizor|12"|3+|3+|4|3|2|2|6|4+|19||4-9|false|40mm||
000002083|2|Pteraxii Sterylizor Alpha|12"|3+|3+|4|3|2|3|7|4+|19||1|false|40mm||
000002084|1|Pteraxii Skystalker|12"|3+|3+|4|3|2|2|6|4+|17||4-9|false|40mm||
000002084|2|Pteraxii Skystalker Alpha|12"|3+|3+|4|3|2|3|7|4+|17||1|false|40mm||
000002085|1|Archaeopter Transvector|20-50"|5+|3+|6|7|10|3|9|3+|110||1|false|170 x 109mm||
000002086|1|Archaeopter Stratoraptor|20-50"|5+|3+|6|7|10|3|9|3+|180||1|false|170 x 109mm||
000002087|1|Archaeopter Fusilave|20-50"|5+|3+|6|7|10|3|9|3+|150||1|false|170 x 109mm||
000002088|1|Aleya|7"|2+|2+|3|3|5|5|9|3+|75||1|false|32mm||
000002089|1|Tacticus Bunker|-|-|4+|8|8|20|-|10|3+|||1|false|Use model||
000002089|2|Bunker Annex|-|-|4+|8|8|12|-|10|3+|||3|false|Use model||
000002090|1|Lord Inquisitor Kyria Draxus|6"|2+|3+|3|3|5|4|9|3+|85||1|false|32mm||
000002091|1|Ephrael Stern|8"|2+|3+|4|3|6|5|9|3+|||1|true|32mm||
000002091|2|Kyganil|8"|2+|3+|3|3|5|4|8|6+|||1|true|32mm||
000002092|1|Illuminor Szeras|8"|3+|3+|6|6|7|4|10|3+|145||1|false|80mm||
000002093|1|The Archivist|5"|3+|3+|5|4|6|4|9|3+|90||1|true|50mm||
000002094|1|Casan Sabius|6"|2+|2+|4|4|6|5|9|2+|145||1|false|32mm||
000002098|1|Judiciar|6"|2+|3+|4|4|5|4|9|3+|85||1|false|40mm||
000002099|1|Bladeguard Veteran|6"|3+|3+|4|4|3|3|8|3+|35||2-5|false|40mm||
000002099|2|Bladeguard Veteran Sergeant|6"|3+|3+|4|4|3|4|9|3+|35||1|false|40mm||
000002100|1|Bladeguard Ancient|6"|3+|3+|4|4|5|4|9|3+|85||1|false|40mm||
000002101|1|Assault Intercessor|6"|3+|3+|4|4|2|2|7|3+|19||4-9|false|32mm||
000002101|2|Assault Intercessor Sergeant|6"|3+|3+|4|4|2|3|8|3+|19||1|false|32mm||
000002102|1|Outrider|14"|3+|3+|4|5|4|2|7|3+|45||2|false|90 x 52mm||
000002102|2|Outrider Sergeant|14"|3+|3+|4|5|4|3|8|3+|45||1|false|90 x 52mm||
000002103|1|Eradicator|5"|3+|3+|4|5|3|2|7|3+|45||2-5|false|40mm||
000002103|2|Eradicator Sergeant|5"|3+|3+|4|5|3|3|8|3+|45||1|false|40mm||
