wargear_id|line|name|Range|type|S|AP|D|abilities|
000000188|1|Seismic hammer|Melee|Melee|x2|-4|5|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000000189|1|Servo-arm|Melee|Melee|x2|-2|3|Each time the bearer fights, no more than one attack can be made with each servo-arm.|
000000190|1|Siege drills|Melee|Melee|x2|-4|3||
000000191|1|Thunder hammer|Melee|Melee|x2|-2|3|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000000196|1|Hand of Dominion (shooting)|24"|Rapid Fire 3|6|-1|2||
000000197|1|The Emperor’s Sword|Melee|Melee|+2|-4|3|When resolving an attack made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> on the target in addition to any other damage.|
000000198|1|Hand of Dominion (melee)|Melee|Melee|x2|-3|4||
000000199|1|Fist of Dorn|Melee|Melee|+6|-3|3||
000000200|1|Dorn’s Arrow|24"|Assault 4|4|-1|2||
000000201|1|Gauntlets of Ultramar (shooting)|24"|Rapid Fire 2|4|-1|2||
000000202|1|Gauntlets of Ultramar (melee)|Melee|Melee|x2|-3|D3||
000000203|1|The Talassarian Tempest Blade|Melee|Melee|+1|-3|D3|When resolving an attack made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> on the target and the attack sequence ends.|
000000204|1|The Rod of Tigurius|Melee|Melee|+3|-3|D3||
000000205|1|Master-crafted boltgun|24"|Rapid Fire 1|4|-1|2||
000000205|2|Flamer|12"|Assault D6|4|0|1|Each time an attack is made with this weapon profile, that attack automatically hits the target.|
000000206|1|Quietus|36"|Heavy 2|4|-2|2|Each time you select a target for this weapon, you can ignore the <a href="/wh40k9ed/the-rules/core-rules/#Look-out-Sir">Look Out, Sir</a> rule. Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.|
000000207|1|One-handed|Melee|Melee|+2|-3|1|Each time an attack is made with this weapon profile, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000000207|2|Two-handed|Melee|Melee|x2|-3|3||
000000208|1|Sweeping blow|Melee|Melee|+3|-3|2||
000000208|2|Thrusting strike|Melee|Melee|x2|-4|3|Each time an attack is made with this weapon profile, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000000210|1|Raven’s Talons|Melee|Melee|User|-3|2|When resolving an attack made with this weapon, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000000211|1|Gauntlet of the Forge|12"|Assault D6|5|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000000212|1|Spear of Vulkan|Melee|Melee|+2|-2|D3||
000000213|1|Moonfang|Melee|Melee|+2|-3|D3|When resolving an attack made with this weapon against a <a href="/wh40k9ed/the-rules/core-rules/#Characters">CHARACTER</a> unit, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> and you can re-roll the damage roll.|
000000252|1|Fragstorm missile|96"|Heavy 2D6|4|-1|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000000252|2|Krakstorm missile|96"|Heavy D6|8|-3|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000000258|1|Nightwing|12"|Assault 3|3|0|1||
000000300|1|Gatling psilencer|24"|Heavy 12|5|-1|1||
000000301|1|Heavy incinerator|12"|Heavy 2D6|6|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000000302|1|Heavy psycannon|24"|Heavy 6|8|-2|2||
000000303|1|Incinerator|12"|Heavy D6|6|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000000304|1|Psilencer|24"|Heavy 6|4|-1|1||
000000305|1|Psycannon|24"|Heavy 3|7|-1|2||
000000306|1|Psyk-out grenades|6"|Grenade D3|2|0|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. When resolving an attack made with this weapon against a <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">PSYKER</a> unit or a DAEMON unit, a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6+ inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target and the attack sequence ends.|
000000307|1|Black Blade of Antwyr|Melee|Melee|+1|-3|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> on the target in addition to any normal damage.|
000000308|1|Dreadfist|Melee|Melee|x2|-3|2||
000000309|1|Malleus Argyrum|Melee|Melee|x2|-3|3||
000000310|1|Nemesis вaemon greathammer|Melee|Melee|x2|-4|D3+3|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000000311|1|Nemesis daemon hammer|Melee|Melee|x2|-2|3|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000000312|1|Nemesis falchion|Melee|Melee|User|-2|1|Each time the bearer fights, if it is equipped with one or more Nemesis falchions, it makes 1 additional attack using this profile.|
000000313|1|Nemesis force halberd|Melee|Melee|+2|-2|2||
000000314|1|Nemesis force sword|Melee|Melee|+1|-3|2||
000000315|1|Mighty strike|Melee|Melee|+4|-3|D6||
000000315|2|Sweeping blow|Melee|Melee|User|-2|2|Make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for each attack made with this profile, instead of 1.|
000000316|1|Nemesis warding stave|Melee|Melee|+3|-1|2||
000000317|1|The Titansword|Melee|Melee|+4|-4|3||
000000325|1|Airbursting fragmentation projector|24"|Assault D6|4|-1|1|<a href="/wh40k9ed/the-rules/matched-play/#Indirect-Fire-Weapons">Indirect Fire</a>. <a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. This weapon can target units that are not visible to the bearer.|
000000326|1|Burst cannon|18"|Assault 6|5|0|1||
000000327|1|Cluster rocket system|48"|Heavy 4D6|5|-1|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000000328|1|Standard|18"|Assault 3|7|-2|1||
000000328|2|Overcharge|18"|Assault 3|8|-2|2|Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000000329|1|Standard|36"|Heavy 6|7|-2|2||
000000329|2|Overcharge|36"|Heavy 6|8|-2|3|Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000000330|1|Destroyer missile|72"|Heavy 1|12|-5|2D3|The bearer can only shoot with each destroyer missile it is equipped with once per battle. Each time the bearer is selected to shoot, it cannot shoot with more than two of the destroyer missiles it is equipped with.|
000000331|1|Fusion blaster|18"|Assault 1|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.|
000000332|1|Fusion collider|24"|Heavy 3|9|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.|
000000333|1|Heavy burst cannon|36"|Heavy 12|6|-2|2||
000000334|1|Heavy rail rifle|60"|Heavy 2|9|-4|D3+3|Each time a successful <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> is made for an attack with this weapon, the target suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> in addition to any other damage.|
000000335|1|High-output burst cannon|18"|Assault 10|5|-1|1||
000000336|1|High-yield missile pod|30"|Heavy 4|7|-2|2||
000000337|1|Standard|72"|Heavy 6|7|-3|3||
000000337|2|Overcharge|72"|Heavy 6|8|-3|4|Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000000338|1|Standard|60"|Heavy 3D3|7|-2|2||
000000338|2|Overcharge|60"|Heavy 3D3|8|-2|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000000339|1|Standard|30"|Heavy 3|7|-2|1||
000000339|2|Overcharge|30"|Heavy 3|8|-2|2|If any unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000000340|1|Kroot gun|48"|Heavy 2|7|-1|2||
000000341|1|Kroot rifle (shooting)|24"|Rapid Fire 1|4|0|1||
000000342|1|Longshot pulse rifle|48"|Rapid Fire 1|5|-2|1||
000000343|1|Markerlight|36"|Heavy 1|-|-|-|Markerlights|
000000344|1|Missile pod|30"|Assault 2|7|-2|2||
000000345|1|Neutron blaster|18"|Assault 2|5|-3|2||
000000347|1|Plasma rifle|30"|Assault 1|8|-4|3||
000000348|1|Focused shot|24"|Heavy 2|16|-4|12||
000000348|2|Dispersed shot|48"|Heavy 6|12|-2|4||
000000349|1|Close range|8"|Assault 2|6|-2|1||
000000349|2|Long range|14"|Assault 2|5|-1|1||
000000351|1|Pulse carbine|24"|Assault 2|5|0|1||
000000352|1|Pulse driver cannon|72"|Heavy 3D3|10|-4|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000000353|1|Pulse pistol|12"|Pistol 1|5|0|1||
000000354|1|Pulse rifle|36"|Rapid Fire 1|5|-1|1||
000000355|1|Standard|30"|Assault 8|7|-2|1||
000000355|2|Overcharge|30"|Assault 8|8|-2|2|Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000000356|1|Rail rifle|30"|Heavy 1|8|-4|3|Each time a successful <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> is made for an attack with this weapon, the target suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> in addition to any other damage.|
000000357|1|Railgun|72"|Heavy 1|14|-6|D3+6|Each time an attack is made with this weapon, <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saving throws</a> cannot be made against that attack. Each time a successful <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> is made for an attack with this weapon, the target suffers 3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> in addition to any other damage.|
000000358|1|Seeker missile|72"|Heavy 1|9|-3|2D3|The bearer can only shoot with each seeker missile it is equipped with once per battle.|
000000359|1|Smart missile system|30"|Heavy 4|5|-1|1|<a href="/wh40k9ed/the-rules/matched-play/#Indirect-Fire-Weapons">Indirect Fire</a>. This weapon can target units that are not visible to the bearer. Each time an attack is made with this weapon, the target does not receive the benefits of <a href="/wh40k9ed/the-rules/core-rules/#Light-Cover">Light Cover</a> against that attack.|
000000360|1|Supremacy railgun|72"|Heavy 2|12|-4|D3+3|Each time a successful <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> is made for an attack with this weapon, the target suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> in addition to any other damage.|
000000361|1|Strike|Melee|Melee|x2|-3|3||
000000361|2|Sweep|Melee|Melee|+1|-2|1|Each time an attack is made with this weapon profile, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000000364|1|Kroot rifle (melee)|Melee|Melee|User|-1|1||
000000365|1|Krootox fists|Melee|Melee|User|-2|2||
000000366|1|Ripping fangs|Melee|Melee|User|-1|1||
000000367|1|Ritual blade|Melee|Melee|+1|-1|1||
000000368|1|Crushing feet|Melee|Melee|User|-2|2|Make 3 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for each attack made with this weapon, instead of 1. Each hit roll is treated as a separate attack.|
000000371|1|Twin hazard burst cannons|18"|Assault 8|5|0|1||
000000372|1|Twin plasma rifle|24"|Rapid Fire 2|6|-3|1||
000000373|1|Defensive charge|12"|Assault 1|5|0|1||
000000374|1|EMP|24"|Assault 1|1|0|1|Each time an attack is made with this weapon against a <span class="kwb">VEHICLE</span> unit, on a successful <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>, the target suffers 3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> and the attack sequence ends.|
000000374|2|Hyper density sabot|36"|Assault 2|9|-2|2||
000000374|3|Ionic cluster-beam shell|24"|Assault D6|6|-1|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000000375|1|Fletchette pod|12"|Assault 5|3|0|1||
000000376|1|Fusion cascade|12"|Assault D3|8|-4|D6|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.|
000000377|1|Fusion eradicator|24"|Heavy 5|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.|
000000378|1|Heavy rail cannon|72"|Heavy 2|14|-5|D3+6|Each time a successful <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> is made for an attack with this weapon, the target suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> in addition to any other damage.|
000000380|1|High intensity markerlight|36"|Heavy 3|-|-|-|Markerlight|
000000381|1|Standard|24"|Heavy 6|8|-1|2||
000000381|2|Nova|24"|Heavy 6|9|-1|3|If any unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000000382|1|Long-barrelled burst cannon|36"|Heavy 4|5|0|1||
000000385|1|Nexus missile launcher|60"|Heavy 3D6|6|-3|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000000386|1|Phased ion gun|30"|Assault 4|6|-1|1||
000000387|1|Standard|12"|Heavy 2D6|6|-2|1|Each time an attack is made with this weapon profile, that attack automatically hits the target.|
000000387|2|Nova|12"|Heavy 3D6|6|-2|1|Each time an attack is made with this weapon profile, that attack automatically hits the target.|
000000388|1|Standard|60"|Heavy 3D3|6|-2|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000000388|2|Nova|60"|Heavy 9|7|-2|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000000390|1|Concentrated|90"|Heavy 2|10|-4|5||
000000390|2|Dispersed|72"|Heavy D6|8|-2|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000000391|1|Skyspear missile rack|72"|Heavy D6|6|-2|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000000392|1|Swiftstrike railgun|48"|Heavy 2|10|-4|D3+3|Each time a successful <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> is made for an attack with this weapon, the target suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> in addition to any other damage.|
000000393|1|Standard|60"|Heavy 9|7|-2|2||
000000393|2|Overcharge|60"|Heavy 3D6|8|-2|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time the bearer shoots with this weapon profile, if any unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> of 1 are made for attacks with this weapon, the bearer suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> after shooting with this weapon.|
000000395|1|Twin swiftstrike burst cannon|36"|Heavy 16|6|-1|1||
000000396|1|Twin T’au plasma cannon|48"|Heavy 6|7|-3|2||
000000397|1|Swiftstrike burst cannon|36"|Heavy 12|6|-1|1||
000000401|1|Bone mace|Melee|Melee|+1|-2|2|Each time the bearer fights, it makes 1 additional attack with this weapon, and no more than 1 attack can be made with this weapon while resolving that fight.|
000000402|1|Bone sabres|Melee|Melee|+1|-4|3||
000000403|1|Bonesword|Melee|Melee|+2|-2|2||
000000405|1|Crushing claw|Melee|Melee|+3|-3|2||
000000410|1|Monstrous bonesword|Melee|Melee|+3|-4|3||
000000411|1|Massive crushing claws|Melee|Melee|x2|-5|D3+3||
000000412|1|Monstrous crushing claw|Melee|Melee|+4|-3|D3+2||
000000414|1|Sweep|Melee|Melee|User|-3|2|Each time an attack is made with this weapon profile, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000000414|2|Strike|Melee|Melee|+3|-4|2D3||
000000415|1|Monstrous scything talon|Melee|Melee|User|-3|2|Each time the bearer fights, it makes 1 additional attack with this weapon.|
000000416|1|Massive toxic lashes (melee)|Melee|Melee|User|-2|1|Each time an attack is made with this weapon against a unit (excluding <span class="kwb">VEHICLE</span> or <span class="kwb">TITANIC</span> units), an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 2+ is always successful.|
000000417|1|Powerful limbs|Melee|Melee|User|-1|2||
000000419|1|Ravenous maw|Melee|Melee|User|-1|2|Each time an attack is made with this weapon, make 3 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000000420|1|Rending claw|Melee|Melee|+1|-4|1||
000000421|1|Shovelling claws|Melee|Melee|x2|-3|D3+3||
000000422|1|Scything talon|Melee|Melee|User|-1|1|Each time the bearer fights, it makes 1 additional attack with this weapon.|
000000423|1|Scything wings|Melee|Melee|User|-2|2||
000000424|1|Thresher scythe|Melee|Melee|4|-1|1|Each time the bearer fights, it makes 3 additional attacks with this weapon, and no more than 3 attacks can be made with this weapon while resolving that fight.|
