faction_id|name|type|cp_cost|legend|source_id|description|id|
|ADVANCE SCOUTS|Attacker Stratagem|2|These forces have ranged ahead of the main force, locating the objectives and allowing the rest of the army to sweep in with precise intel.||Use this Stratagem during deployment, when you set up a unit from your army that has a <a href="/wh40k9ed/the-rules/core-rules/#Power-Ratings">Power Rating</a> of 5 or less. That unit can be set up anywhere on the battlefield that is more than 9" away from the Defender’s deployment zone, instead of wholly within the Attacker’s deployment zone.|000004396003|
|GET TO THE TARGET|Attacker Stratagem|2|Your warriors must get to the target at any cost. Whether by athletic means or pure power, nothing will stand in their way.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a> when you declare the Defender’s Warlord as the target of a charge by a unit from your army. Until the end of that phase, the charging unit can move over enemy units as if they can <a href="/wh40k9ed/the-rules/core-rules/#Flying"><span class="kwb">FLY</span></a>.|000004399002|
|RAPID ASSAULT|Attacker Stratagem|2|Your forces are making all speed for the objective, its elimination all that matters at this point in the battle.||Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. Select one unit from your army that <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advanced</a> this turn. Until the end of that phase, you can shoot with that unit as if it had not Advanced.|000004399003|
|NO RESPITE|Attacker Stratagem|2|With the enemy trapped, overwhelming firepower will surely see them wiped out in short order.||Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. Select one enemy unit. Until the end of that phase, when resolving an attack made with a ranged weapon against that unit, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1.|000004407002|
|ENCIRCLE AND DESTROY|Attacker Stratagem|2|The enemy force is reeling, assailed from all sides. Close in for the kill before they can recover.||Use this Stratagem at the start of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select one enemy unit that two or more units from your army finished a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a> within 1" of that turn. Until the end of that phase, when resolving an attack made with a melee weapon against that enemy unit, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 1.|000004407003|
|NONE SHALL ESCAPE|Attacker Stratagem|2|Even as the enemy attempts to slip away, shots from concealed snipers ring out.||Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. Select one enemy unit that is within 9" of any battlefield edge. Roll one D6 for each model in that unit; for each 6, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000004407004|
|IMMEDIATE ELIMINATION|Attacker Stratagem|2|Even as new enemy combatants arrive, your forces are already driving them back with punishing firepower.||Use this Stratagem in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, when an enemy unit is set up on the battlefield using the Reinforcements Have Arrived rule. Select one <span class="kwb">INFANTRY</span> unit from your army. That <span class="kwb">INFANTRY</span> unit can shoot at that enemy unit as if it were your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. When resolving each of these attacks, subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000004408002|
|BEHIND ENEMY LINES|Attacker Stratagem|3|A kill team has infiltrated the installation, sowing havoc and destruction as they force the defenders to fight on two fronts.||Use this Stratagem during deployment. Select one <span class="kwb">INFANTRY</span> unit from your army containing 10 or fewer models. Set that unit up on the battlefield wholly within the Defender’s Turn 3 Deployment Zone, instead of within the Attacker’s deployment zone.|000004408004|
|MEDICAE SUPPLIES|Attacker Stratagem|1|No agent undertakes dangerous assignments behind enemy lines without adequate supplies.||Use this Stratagem at the start of your turn. Your Warlord can regain up to D3 lost wounds.|000004409004|
|ASSET REQUISITION|Charadon Aflame Campaign – Requisition Stratagem|3|Power begets still greater power, and those warlords whose stars are in the ascendant have their pick of the most potent weapons with which to wage their wars.||Use this Stratagem before a Strike Force or Onslaught battle, when you select and reveal a War Zone Asset. Select and reveal one additional War Zone Asset from your alliance’s assigned War Zone Assets to use in the battle. You can only use this Stratagem once.|000005696002|
|COMMAND RE-ROLL|Core Stratagem|1|||Use this Stratagem after you have made a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>, a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>, a damage roll, a <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a>, an <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance roll</a>, a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a>, a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a>, a <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch test</a> or you have rolled the dice to determine the <a href="/wh40k9ed/the-rules/core-rules/#Number-of-Attacks-1">number of attacks</a> made by a weapon. Re-roll that roll, test or saving throw.|000002134002|
|CUT THEM DOWN|Core Stratagem|1|||Use this Stratagem when an enemy unit <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falls Back</a>, before any models in that unit are moved. Roll one D6 for each model from your army that is within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of that enemy unit; for each result of 6, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000002134003|
|DESPERATE BREAKOUT|Core Stratagem|2|||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select one unit from your army that has not been selected to move this phase and which is in <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> with at least one enemy unit. Roll one D6 for each model in that unit; for each result of 1, one model in that unit of your choice is destroyed. Assuming that unit was not destroyed, it can now attempt to <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a>, and when doing so its models can be moved across enemy models as if they were not there. Any model in that unit that ends its Fall Back move within Engagement Range of any enemy model is destroyed. Assuming the unit is not destroyed, it cannot do anything else this turn (i.e. it cannot attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest psychic powers</a>, <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">shoot</a>, <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declare a charge</a>, be selected to fight etc.), even if it has a rule that would allow it to do so after <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falling Back</a>.|000002134004|
|EMERGENCY DISEMBARKATION|Core Stratagem|1|||Use this Stratagem when a <a href="/wh40k9ed/the-rules/core-rules/#Transports"><span class="kwb">TRANSPORT</span></a> model from your army is <a href="/wh40k9ed/the-rules/core-rules/#Starting-Strength-Half-strength-and-Destroyed-Units">destroyed</a>. All units that are embarked within that model can be set up wholly within 6" of the destroyed model when they <a href="/wh40k9ed/the-rules/core-rules/#Disembark">disembark</a> instead of the normal 3" before the model itself is removed from the battlefield. These units are not affected by the destroyed model's Explodes ability (or equivalent) — instead you must roll one D6 for each model you just set up on the battlefield. Instead of one model that disembarked (your choice) being destroyed for each roll of 1, one model that disembarked (your choice) is destroyed for each roll of 1 or 2. Units cannot <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declare a charge</a> or <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">perform a Heroic Intervention</a> in the same turn that they disembarked from a destroyed <span class="kwb">TRANSPORT</span> model.|000002134005|
|FIRE OVERWATCH|Core Stratagem|1|||Use this Stratagem after an enemy unit has <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declared a charge</a> against one or more units from your army. One of the units that was chosen as the target of that charge can fire <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> before the <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> is made.|000002134006|
|COUNTER-OFFENSIVE|Core Stratagem|2|||Use this Stratagem after an enemy unit has fought in this turn. Select one of your own eligible units and fight with it next.|000002134007|
|INSANE BRAVERY|Core Stratagem|2|||Use this Stratagem before you take a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> for a unit in your army. That test is automatically passed (do not roll any dice). You can only use this Stratagem once per battle.|000002134008|
|NEW ORDERS|Core Stratagem – Strategic Ploy Stratagem|1|||Use this Stratagem at the end of your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>. Select one of your active secondary missions and discard it. Generate one new secondary mission.|000007114002|
|THE TABLES TURNED|Defender Stratagem|1|||Use this Stratagem immediately after both sides have deployed, but before the first turn begins. The Defender rolls a dice – on a 6, they get the first turn instead.|000002141002|
|RAPID REINFORCEMENTS|Defender Stratagem|1|||Use this Stratagem immediately before making a Reserve roll. The unit being rolled for automatically arrives – there is no need to make the Reserve roll.|000002145002|
|CAST THEM DOWN!|Defender Stratagem|2|Fighting near the edge of the platform is fraught with danger…||Use this Stratagem at the end of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select one enemy unit that cannot <a href="/wh40k9ed/the-rules/core-rules/#Flying"><span class="kwb">FLY</span></a> that is within 1" of any units from your army and within 1" of the edge of the platform (see <a href="/wh40k9ed/the-rules/psychic-awakening/#Theatre-of-War:-High-Altitude">Theatre of War: High Altitude</a>). That unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|000004378003|
|PROTECT THE GUNS|Defender Stratagem|1|Some of the defence force exemplify the ideals of the Imperium, sacrificing themselves to protect valuable assets.||Use this Stratagem in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when an <a href="/wh40k9ed/the-rules/core-rules/#Objective-Markers">objective marker</a> is selected as the target of an attack made with a ranged weapon. Until the end of that phase, when that objective marker would lose any wounds as a result of an attack made against that marker, you can select one unit from your army that is within 3" of it and roll one D6; on a 4+ that objective marker does not lose any wounds and the selected unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each of those wounds.|000004378004|
|FIGHT OR FLIGHT|Defender Stratagem|2|Desperate to escape, the Ynnari seek to extricate themselves from melee as swiftly as possible.||Use this Stratagem at the end of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select one <span class="kwb">YNNARI</span> unit from your army. That unit immediately <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falls Back</a>.|000004379005|
|SHROUDED FROM VIEW|Defender Stratagem|2|Utilising the camouflage technologies of the Alaitoc forces, the Reborn hide themselves from their attackers.||Use this Stratagem at the start of your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. Select one <span class="kwb">YNNARI</span> unit from your army. Until the end of that phase, that unit can only be chosen as the target of a shooting attack if it is the closest enemy unit to the firing unit.|000004379006|
|DIVINE ASSISTANCE|Defender Stratagem|1|Ynnead has been known to intervene to protect his chosen vessel in times of need.||Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>. Add 1 to <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic tests</a> taken for <a href="/wh40k9ed/factions/aeldari/Yvraine">Yvraine</a> until the end of that phase.|000004379007|
