faction_id|name|type|cp_cost|legend|source_id|description|id|
|CUT THEM DOWN|Core Stratagem|1|||Use this Stratagem when an enemy unit <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falls Back</a>, before any models in that unit are moved. Roll one D6 for each model from your army that is within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of that enemy unit; for each result of 6, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000002134003|
|DESPERATE BREAKOUT|Core Stratagem|2|||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select one unit from your army that has not been selected to move this phase and which is in <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> with at least one enemy unit. Roll one D6 for each model in that unit; for each result of 1, one model in that unit of your choice is destroyed. Assuming that unit was not destroyed, it can now attempt to <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a>, and when doing so its models can be moved across enemy models as if they were not there. Any model in that unit that ends its Fall Back move within Engagement Range of any enemy model is destroyed. Assuming the unit is not destroyed, it cannot do anything else this turn (i.e. it cannot attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest psychic powers</a>, <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">shoot</a>, <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declare a charge</a>, be selected to fight etc.), even if it has a rule that would allow it to do so after <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falling Back</a>.|000002134004|
|EMERGENCY DISEMBARKATION|Core Stratagem|1|||Use this Stratagem when a <a href="/wh40k9ed/the-rules/core-rules/#Transports"><span class="kwb">TRANSPORT</span></a> model from your army is <a href="/wh40k9ed/the-rules/core-rules/#Starting-Strength-Half-strength-and-Destroyed-Units">destroyed</a>. All units that are embarked within that model can be set up wholly within 6" of the destroyed model when they <a href="/wh40k9ed/the-rules/core-rules/#Disembark">disembark</a> instead of the normal 3" before the model itself is removed from the battlefield. These units are not affected by the destroyed model's Explodes ability (or equivalent) — instead you must roll one D6 for each model you just set up on the battlefield. Instead of one model that disembarked (your choice) being destroyed for each roll of 1, one model that disembarked (your choice) is destroyed for each roll of 1 or 2. Units cannot <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declare a charge</a> or <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">perform a Heroic Intervention</a> in the same turn that they disembarked from a destroyed <span class="kwb">TRANSPORT</span> model.|000002134005|
|FIRE OVERWATCH|Core Stratagem|1|||Use this Stratagem after an enemy unit has <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declared a charge</a> against one or more units from your army. One of the units that was chosen as the target of that charge can fire <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> before the <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> is made.|000002134006|
|COUNTER-OFFENSIVE|Core Stratagem|2|||Use this Stratagem after an enemy unit has fought in this turn. Select one of your own eligible units and fight with it next.|000002134007|
|INSANE BRAVERY|Core Stratagem|2|||Use this Stratagem before you take a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> for a unit in your army. That test is automatically passed (do not roll any dice). You can only use this Stratagem once per battle.|000002134008|
|THE TABLES TURNED|Defender Stratagem|1|||Use this Stratagem immediately after both sides have deployed, but before the first turn begins. The Defender rolls a dice – on a 6, they get the first turn instead.|000002141002|
|RAPID REINFORCEMENTS|Defender Stratagem|1|||Use this Stratagem immediately before making a Reserve roll. The unit being rolled for automatically arrives – there is no need to make the Reserve roll.|000002145002|
|CAST THEM DOWN!|Defender Stratagem|2|Fighting near the edge of the platform is fraught with danger…||Use this Stratagem at the end of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select one enemy unit that cannot <a href="/wh40k9ed/the-rules/core-rules/#Flying"><span class="kwb">FLY</span></a> that is within 1" of any units from your army and within 1" of the edge of the platform (see <a href="/wh40k9ed/the-rules/psychic-awakening/#Theatre-of-War:-High-Altitude">Theatre of War: High Altitude</a>). That unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|000004378003|
|PROTECT THE GUNS|Defender Stratagem|1|Some of the defence force exemplify the ideals of the Imperium, sacrificing themselves to protect valuable assets.||Use this Stratagem in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when an <a href="/wh40k9ed/the-rules/core-rules/#Objective-Markers">objective marker</a> is selected as the target of an attack made with a ranged weapon. Until the end of that phase, when that objective marker would lose any wounds as a result of an attack made against that marker, you can select one unit from your army that is within 3" of it and roll one D6; on a 4+ that objective marker does not lose any wounds and the selected unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each of those wounds.|000004378004|
|FIGHT OR FLIGHT|Defender Stratagem|2|Desperate to escape, the Ynnari seek to extricate themselves from melee as swiftly as possible.||Use this Stratagem at the end of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select one <span class="kwb">YNNARI</span> unit from your army. That unit immediately <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falls Back</a>.|000004379005|
|SHROUDED FROM VIEW|Defender Stratagem|2|Utilising the camouflage technologies of the Alaitoc forces, the Reborn hide themselves from their attackers.||Use this Stratagem at the start of your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. Select one <span class="kwb">YNNARI</span> unit from your army. Until the end of that phase, that unit can only be chosen as the target of a shooting attack if it is the closest enemy unit to the firing unit.|000004379006|
|DIVINE ASSISTANCE|Defender Stratagem|1|Ynnead has been known to intervene to protect his chosen vessel in times of need.||Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>. Add 1 to <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic tests</a> taken for <a href="/wh40k9ed/factions/ynnari/Yvraine">Yvraine</a> until the end of that phase.|000004379007|
|PRECISION BARRAGE|Defender Stratagem|3|Following the battle from orbit, the corsair fleet employs its guns to aid its allies.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. Select one point on the battlefield. Roll one D6 for each unit within D6" of that point, subtracting 1 from the result if that unit is a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a>; on a 4+ that unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. You can only use this Stratagem once per battle.|000004380005|
|POWER OF THE WORLD SPIRIT|Defender Stratagem|2|Channelling the power of the maiden world, the psyker focuses their powers.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, before an <span class="tooltip00071" data-tooltip-content="#tooltip_content00071" data-tooltip-anchor="#tooltip_content00071"><span class="kwb">AELDARI</span> <span class="kwb">PSYKER</span></span> model from your army attempts to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest a psychic power</a>. Add 2 to the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> if that model is within 3" of any <a href="/wh40k9ed/the-rules/core-rules/#Woods">woods</a> <a href="/wh40k9ed/the-rules/core-rules/#Terrain-Features">terrain features</a>.|000004380006|
|DESPERATE DEFENCE|Defender Stratagem|3|For the Aeldari, there is no worse fate than to be slain by a Daemon of Slaanesh.||Use this Stratagem in any phase, when a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a> model from your army is destroyed. At the end of that phase, roll one D6; on a 4+ set up that model as close as possible to their previous position, with 1 wound remaining. This Stratagem cannot be used on the same model more than once per battle.|000004380007|
|SANCTUARY FOR THE PURE|Defender Stratagem|1|During the early stages of the battle, the Honorificum’s powerful psy-shield kept the heretical assaults at bay.||Use this Stratagem at the start of the first battle round. Until the end of that battle round, whenever a model from the Defender’s army would lose a wound as a result of a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>, roll one D6; on a 6, that wound is not lost.|000004382002|
|RELIGIOUS FERVOUR|Defender Stratagem|1|Spurred on by the conviction of their fallen leaders, the Imperials swore vengeance upon their hated foes.||Use this Stratagem in any phase, when an <span class="tooltip00066" data-tooltip-content="#tooltip_content00066" data-tooltip-anchor="#tooltip_content00066"><span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> <span class="kwb">CHARACTER</span></span> from your army is destroyed. Until the end of the turn, when resolving an attack made with a melee weapon by a friendly unit within 3" of the destroyed model, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 and re-roll a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 1.|000004382003|
|GUARDIAN SOULS|Defender Stratagem|1|At the height of the slaughter, it appeared that the souls of the faithful rose to protect their comrades, returning to strike down the servants of the Dark Gods.||Use this Stratagem in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when the last model in a unit from your army is destroyed as a result of an attack made by a model in an enemy unit. Roll one D6; on a 2+ that enemy unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> after it has finished making its attacks.|000004382004|
|OFF-SITE ARTILLERY|Defender Stratagem|1|Spying an emerging pseudopod, the hive’s defenders are able to target its position with overwhelming firepower.||Use this Stratagem at the start of your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select one pseudopod tunnel marker. Until the end of the turn, any enemy units that are set up within 6" of that tunnel marker suffer 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000004383005|
|LEADING BY EXAMPLE|Defender Stratagem|1|Inspired by their leaders’ steadfast refusal to retreat, the beleaguered guardians hold fast.||Use this Stratagem at the start of the <a href="/wh40k9ed/the-rules/core-rules/#MORALE-PHASE">Morale phase</a>. Until the end of that phase, friendly <span class="kwb">INFANTRY</span> units can use your Warlord’s Leadership characteristic instead of their own whilst they are within 6" of that <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord">Warlord</a>.|000004383006|
|DETERMINED ADVANCE|Defender Stratagem|1|The defenders rally with surprising speed, charging back into battle to repel the Chaos assault.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, before making an <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance roll</a> for a unit. When making that Advance roll, roll two D6 and discard a result of your choice when determining the amount that is added to the unit’s Movement characteristic.|000004383007|
|HOLD THEM BACK|Defender Stratagem|1|Determined fire discipline allows Blood Angels to bleed the fury from the most devastating charges.||Use this Stratagem in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>. Select one unit from your army. Until the end of that phase, when resolving an <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> attack made by a model in that unit, a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 5 or 6 scores a hit.|000004385005|
