roll|name|faction_id|faction_name|legend|type|description|
2|GIFT OF CONTAGION|DG|Death Guard|With a gesture the psyker gathers a foul fog of contagion about his enemies, granting them a blessing from Grandfather Nurgle.|Contagion Discipline|<b>Malediction:</b> <i>Gift of Contagion</i> has a warp charge value of 5. If manifested, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, subtract 1 from the Strength characteristic of models in that unit. If the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> was 8+, subtract 1 from the Strength and Attacks characteristics of models in that unit instead.|
3|PLAGUE WIND|DG|Death Guard|The psyker belches forth a wind of plague that blows through his foes, choking them and leaving only diseased, maggot-bloated corpses in its wake.|Contagion Discipline|<b>Witchfire:</b> <i>Plague Wind</i> has a warp charge value of 6. If manifested, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span>. Roll one D6 for each model in that unit. For each 6, that unit suffers 1 mortal wound. If the result of the Psychic test was 9+, that unit suffers 1 mortal wound for each 5+ instead.|
4|PUTRESCENT VITALITY|DG|Death Guard|Rancorous energies surge through Nurgle’s followers, bloating their distended bodies further with fresh infections and granting them new strength.|Contagion Discipline|<b>Blessing:</b> <i>Putrescent Vitality</i> has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00325" data-tooltip-content="#tooltip_content00325" data-tooltip-anchor="#tooltip_content00325"><span class="kwb">DEATH</span> <span class="kwb">GUARD</span> <span class="kwb">INFANTRY</span></span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 1 to the Strength and Toughness characteristics of models in that unit.|
5|CURSE OF THE LEPER|DG|Death Guard|The victims touched by this enervating curse find themselves weakened and drained of life within moments.|Contagion Discipline|<b>Witchfire:</b> <i>Curse of the Leper</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select the closest enemy unit that is within 18" of and visible to this <span class="kwb">PSYKER</span>. Roll seven D6s: for each dice result that exceeds that enemy unit’s Toughness characteristic, it suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
6|GIFT OF PLAGUES|DG|Death Guard|Channelling Nurgle’s blessings and power, the psyker enhances the contagions bestowed on the Death Guard of his army.|Contagion Discipline|<b>Blessing:</b> <i>Gift of Plagues</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 6” to the range of any <a href="/wh40k9ed/factions/death-guard/#Contagions-of-Nurgle">Contagion abilities</a> that unit has (to a maximum of 12").|
1|SHROUDING|SM|Space Marines|The psyker uses his mastery of the warp to fog the minds of his enemies, clouding their senses so that his allies appear as nothing more than indistinct shadows.|Obscuration Discipline|<b>Blessing:</b> <i>Shrouding</i> has a warp charge value of 6. If manifested, select one friendly <span class="tooltip01018" data-tooltip-content="#tooltip_content01018" data-tooltip-anchor="#tooltip_content01018"><span class="kwb2">&lt;<span class="kwb3">C</span>HAPTER&gt;</span> <span class="kwb">PHOBOS</span></span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, unless that unit is the closest eligible target, enemy models cannot target that unit with ranged attacks.|
2|SOUL SIGHT|SM|Space Marines|The psyker shares his warp-sight with his brethren, causing their eyes to glow with an ethereal light. So empowered, no foe can escape their omniscient gaze; the souls of their targets flare like flaming beacons in the dark.|Obscuration Discipline|<b>Blessing:</b> <i>Soul Sight</i> has a warp charge value of 6. If manifested, select one friendly <span class="tooltip01018" data-tooltip-content="#tooltip_content01018" data-tooltip-anchor="#tooltip_content01018"><span class="kwb2">&lt;<span class="kwb3">C</span>HAPTER&gt;</span> <span class="kwb">PHOBOS</span></span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes a ranged attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and the target does not receive the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefits of cover</a> against that attack.|
3|MIND RAID|SM|Space Marines|The psyker peers into the mind of the foe, raiding their thoughts for secret codes, battle plans, the location of hidden forces and any other tactical information that might be useful. Such brute psychic interrogation doubtless inflicts severe cerebral trauma on its victim.|Obscuration Discipline|<b>Witchfire:</b> <i>Mind Raid</i> has a warp charge value of 6. If manifested, select one enemy model within 18" of and visible to this <span class="kwb">PSYKER</span>.<br><ul><li>That model’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.</li><li>If that model is a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a>, roll 3D6: if the result is equal to or greater than that model’s Leadership characteristic, you gain 1 <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command point</a>.</li></ul>|
4|HALLUCINATION|SM|Space Marines|The psyker instils terror and panic within his foes by conjuring images out of their memories - from past allies seemingly returned from the dead, to apparitions wrought from nightmares.|Obscuration Discipline|<b>Malediction:</b> <i>Hallucination</i> has a warp charge value of 6. If manifested, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span>.<br><ul><li>Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, subtract 1 from the Leadership characteristic of models in that unit.</li><li>Until the start of your next Psychic phase, each time a model in that unit makes an attack, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.</li></ul>|
5|TENEBROUS CURSE|SM|Space Marines|As the psyker twists his hand, a psychic bolt lances through the minds of his enemies. As they reel from the assault, their own shadows seemingly come to life, pulling their casters to the ground with frenzied determination.|Obscuration Discipline|<b>Malediction:</b> <i>Tenebrous Curse</i> has a warp charge value of 7. If manifested, select one enemy unit that cannot <a href="/wh40k9ed/the-rules/core-rules/#Flying"><span class="kwb">FLY</span></a> and is within 18" of and visible to this <span class="kwb">PSYKER</span>.<br><ul><li>That unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.</li><li>Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, halve that unit’s Move characteristic and subtract 2 from <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance rolls</a> and <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for it.</li></ul>|
6|TEMPORAL CORRIDOR|SM|Space Marines|The psyker creates an invisible corridor in which the passage of time is altered, allowing his allies to traverse the battlefield with supernatural swiftness.|Obscuration Discipline|<b>Blessing:</b> <i>Temporal Corridor</i> has a warp charge value of 5. If manifested, select one friendly <span class="tooltip01018" data-tooltip-content="#tooltip_content01018" data-tooltip-anchor="#tooltip_content01018"><span class="kwb2">&lt;<span class="kwb3">C</span>HAPTER&gt;</span> <span class="kwb">PHOBOS</span></span> unit within 6" of this <span class="kwb">PSYKER</span>.<br><ul><li>That unit cannot shoot or fight this turn.</li><li>If that unit is not within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy models, it can either make a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a> or it can <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> as if it were your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a> (if it Advances, do not make an Advance roll; instead, until the end of the phase, add 6" to the Move characteristic of models in that unit).</li></ul>|
1|CONCEAL/REVEAL|CW|Craftworlds|The psyker takes command of the darkness around them, using it to conceal their kin or reveal any opponents who skulk in the shadows.|Runes Disciplines|Conceal/Reveal has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, choose one of the following:<br><br><b>Conceal:</b> Choose a friendly <span class="tooltip01398" data-tooltip-content="#tooltip_content01398" data-tooltip-anchor="#tooltip_content01398"><span class="kwb">ASURYANI</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip01404" data-tooltip-content="#tooltip_content01404" data-tooltip-anchor="#tooltip_content01404"><span class="kwb">ASURYANI</span> <span class="kwb">BIKER</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> – your opponent must subtract 1 from all <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for ranged weapons that target that unit until your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.<br><br><b>Reveal:</b> Choose an enemy unit within 18" of the psyker – it does not receive the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefit of cover</a> against attacks made by ASURYANI units from your army until the start of your next Psychic phase.|
2|EMBOLDEN/HORRIFY|CW|Craftworlds|The psyker reaches into the minds of the battlefields combatants, instilling his allies with valour or sapping courage from his enemies.|Runes Disciplines|Embolden/Horrify has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, choose one of the following:<br><br><b>Embolden:</b> Choose a friendly <span class="tooltip01398" data-tooltip-content="#tooltip_content01398" data-tooltip-anchor="#tooltip_content01398"><span class="kwb">ASURYANI</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip01404" data-tooltip-content="#tooltip_content01404" data-tooltip-anchor="#tooltip_content01404"><span class="kwb">ASURYANI</span> <span class="kwb">BIKER</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> – add 2 to the Leadership characteristics of that unit until your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.<br><br><b>Horrify:</b> Choose an enemy unit within 18" of the psyker – your opponent must subtract 1 from the Leadership of that unit until your next Psychic phase.|
3|ENHANCE/DRAIN|CW|Craftworlds|Calling upon Khaine’s immortal favour, the psyker enhances the combat skills of his allies or weakens those of his foes.|Runes Disciplines|Enhance/Drain has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, choose one of the following:<br><br><b>Enhance:</b> Choose a friendly <span class="tooltip01398" data-tooltip-content="#tooltip_content01398" data-tooltip-anchor="#tooltip_content01398"><span class="kwb">ASURYANI</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip01404" data-tooltip-content="#tooltip_content01404" data-tooltip-anchor="#tooltip_content01404"><span class="kwb">ASURYANI</span> <span class="kwb">BIKER</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> – add 1 to <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a> made for that unit until your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.<br><br><b>Drain:</b> Choose an enemy unit within 18" of the psyker – your opponent must subtract 1 from all hit rolls made for that unit in the Fight phase until your next Psychic phase.|
4|PROTECT/JINX|CW|Craftworlds|Chained by runes of power, fate itself is bound to the will of the psyker. Such power is the difference between life and death.|Runes Disciplines|Protect/Jinx has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, choose one of the following:<br><br><b>Protect:</b> Choose a friendly <span class="tooltip01398" data-tooltip-content="#tooltip_content01398" data-tooltip-anchor="#tooltip_content01398"><span class="kwb">ASURYANI</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip01404" data-tooltip-content="#tooltip_content01404" data-tooltip-anchor="#tooltip_content01404"><span class="kwb">ASURYANI</span> <span class="kwb">BIKER</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> – add 1 to the <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throws</a> made for that unit until your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.<br><br><b>Jinx:</b> Choose an enemy unit within 18" of the psyker – your opponent must subtract 1 from all saving throws made for that unit against attacks made by ASURYANI units from your army until the start of your next Psychic phase.|
5|QUICKEN/RESTRAIN|CW|Craftworlds|The psyker twists time, their outline blurring as they and their fellows move like phantoms across the field. Those cursed by such temporal manipulations find themselves moving as if through deep water.|Runes Disciplines|Quicken/Restrain has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, choose one of the following:<br><br><b>Quicken:</b> Choose a friendly <span class="tooltip01398" data-tooltip-content="#tooltip_content01398" data-tooltip-anchor="#tooltip_content01398"><span class="kwb">ASURYANI</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip01404" data-tooltip-content="#tooltip_content01404" data-tooltip-anchor="#tooltip_content01404"><span class="kwb">ASURYANI</span> <span class="kwb">BIKER</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> – that unit can immediately move as if it were the <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. You cannot use <i>Quicken</i> on a single unit more than once per <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.<br><br><b>Restrain:</b> Choose an enemy unit within 18" of the psyker – your opponent must halve the Move characteristic of all models in that unit until your next Psychic phase.|
